Date,Signal,Price
2025-09-22,1,235.13882446289062
2025-09-23,1,237.1689453125
2025-09-24,1,236.08950805664062
2025-09-25,1,235.63397216796875
2025-09-26,1,235.16851806640625
2025-09-29,1,235.65377807617188
2025-09-30,0,237.0600128173828
2025-10-01,2,230.99932861328125
2025-10-02,0,227.90956115722656
2025-10-03,1,228.03829956054688
2025-10-06,2,222.77976989746094
2025-10-07,1,225.47340393066406
2025-10-08,1,224.38406372070312
2025-10-09,1,224.0176544189453
2025-10-10,1,226.5726318359375
2025-10-13,1,222.8787841796875
2025-10-14,0,227.196533203125
2025-10-15,1,224.45338439941406
2025-10-16,0,224.25531005859375
2025-10-17,0,227.10740661621094
2025-10-20,0,227.86004638671875
2025-10-21,0,226.85983276367188
2025-10-22,0,225.19610595703125
2025-10-23,0,217.85792541503906
2025-10-24,0,215.65943908691406
2025-10-27,0,218.54124450683594
2025-10-28,0,217.85792541503906
2025-10-29,2,212.9261932373047
2025-10-30,2,208.6084442138672
2025-10-31,2,208.0142822265625
2025-11-03,2,201.34950256347656
2025-11-04,2,204.29071044921875
2025-11-05,2,202.7557373046875
2025-11-06,2,199.06187438964844
2025-11-07,2,204.9938201904297
2025-11-10,2,203.87477111816406
2025-11-11,0,209.92555236816406
2025-11-12,0,210.6187744140625
2025-11-13,0,212.49046325683594
2025-11-14,0,213.98582458496094
2025-11-17,0,213.74815368652344
2025-11-18,0,211.014892578125
2025-11-19,0,209.22244262695312
2025-11-20,0,208.4698028564453
2025-11-21,0,207.4497833251953
2025-11-24,0,205.3305206298828
2025-11-25,0,204.894775390625
2025-11-26,0,205.74072265625
2025-11-28,0,208.0098114013672
2025-12-01,0,205.64120483398438
2025-12-02,0,209.12445068359375
2025-12-03,0,207.51219177246094
2025-12-04,0,207.01458740234375
2025-12-05,0,208.62684631347656
2025-12-08,0,203.46168518066406
2025-12-09,0,200.386474609375
2025-12-10,2,194.3853302001953
2025-12-11,2,194.39527893066406
2025-12-12,2,194.22608947753906
2025-12-15,1,195.2213134765625
2025-12-16,2,197.05250549316406
2025-12-17,0,198.4259033203125
2025-12-18,0,199.3116455078125
2025-12-19,1,195.78857421875
2025-12-22,0,194.82321166992188
2025-12-23,0,196.7240753173828
2025-12-24,0,198.067626953125
2025-12-26,0,200.03814697265625
2025-12-29,0,202.17784118652344
2025-12-30,0,202.8247528076172
2025-12-31,0,202.06837463378906
